Orig Label	Perturbation	Kat	Wes	GOLD	Subtype	Perturbation_notused	N1	Sentence Raw Text
I	1	I	I		I	0	house	"There 's an obvious analogy to the serialized novel , a recurring trope around here -- we could once again trot out Charles Dickens ( to whom Kelly might have been obliquely referring when was designed to go around the world sort of like the Ghost of Christmas Past -- house house to , this situation to that situation , sometimes exposing people in their regular lives "" ) ."
I	1	I			I	0	house	Volunteers went house house to in Gerritsen Beach , on Saturday , in the final step of a three-week long effort to restore electricity to homes in the community .
I	1	I			I	0	house	It was a treat for Gavin to use the hammer and he was telling everyone about it while going house house to , which made me so proud .
I	1	I	I		I	0	house	"The capture of an enemy-controlled city is a legitimate military aim , and army commanders have often seen siege as less costly than the alternative "" fighting house house to , street by street ."
I	1	I			I	0	house	But the slum residents and a nun said that the soldiers , accompanied by several men with hoods , arrived during the still-dark morning hours and went house house to , dragging out people dressed in their underwear or without shoes and socks .
I	1	I			I	0	house	"People walking house house to do n't know what 's out there because they 're busy trying to figure out where they 're going to go next , "" she eligibility for a department that is unlikely to get increased funding with more people needing help is "" thinning the soup to the point where"
I	1	I			I	0	house	Seems like they have been downsized significantly since I was there when it was Lilco and the few hundred workers they have would not be out going house house to .
I	1	I			I	0	house	We have people who deliver house house to . 
I	1	I	I		I	0	house	If he 's not picked up by morning -- we 'll do a house house to .
I	1	I			I	0	house	The soldiers now are trying to go house house to .
I	1	I			I	0	house	Chief said pick him up and take him with us on our house house to .
I	1	I			I	0	house	The letter carrier delivered house house to , perhaps twice a week , but it was a surprise to the family when a letter arrived , according to Mother . 
I	1	I	I		I	0	house	This was one of the reasons warfare had grindingly reset to two opposing sides engaging each other directly ; action was street by street and house house to , and quite often hand to hand , waged with snipers and strike teams and snake wranglers .
I	1	I	I		I	0	house	"Miguel &Aacute;ngel Rodr&iacute;guez says , "" During the Three Kings ' festival , we go house house to , visiting friends and family unannounced ."
I	1	I			I	0	house	Depending on the situation , the water supplier may run a classified ad in the newspaper or put out handbills house house to .
I	1	I	I		I	0	house	Some would like to see U.S. soldiers go house house to , searching for arms caches if necessary .
I	1	I			I	0	house	Mohamad found himself on a block where Saddam 's Republican Guard troops were going house house to , arresting men and taking them away in trucks .
I	1	I	I		I	0	house	U.S. marines going house house to in Fallujah searching for weapons and bombs .
I	1	I			I	0	house	Militias went house house to , demanding to know who was Nuer and who was Dinka .
I	1	I			I	0	house	But do I think we ought to cordon off sou -- South Dallas , suspend the Constitution , go house house to , I do n't .
I	1	I			I	0	house	They went house house to and shot civilians .
I	1	I			I	0	house	Hutu men went house house to , systematically hunting human prey .
I	1	I			I	0	house	You 'd just go out ... @!ALLEN : house house to .
I	1	I			I	0	house	It 's house house to .
I	1	I			I	0	house	This is going house house to and murdering people just because of what they happen to believe at the heart of Europe .
I	1	I			I	0	house	It 's going to be a bloodbath because it 's urban fighting , house house to , against the populated areas .
I	1	I	I		I	0	house	We 've gone house house to , putting our own soldiers at risk .
I	1	I			I	0	house	We 're going house house to .
I	1	I			I	0	house	, these kind of operations , not just because of the sheer scale of the operation with the military objectives , but also because we 're doing everything we can , and -- and -- and trying to avoid , at any cost , hurting civilians , which is why we 're moving house house to , door to door rather than saturation bombings , which is this operation undermine his chances of anything if the operation is still going on when he arrives ?
I	1	I	I		I	0	house	operations , not just because of the sheer scale of the operation with the military objectives , but also because we 're doing everything we can , and -- and -- and trying to avoid , at any cost , hurting civilians , which is why we 're moving house house to , door to door rather than saturation bombings , which is this operation undermine his chances of anything if the operation is still going on when he arrives ?
I	1	I			I	0	house	And we are told that the sets were actually constructed by soldiers that were in Somalia , and we already , fighting house house to .
I	1	I			I	0	house	The strategy is to sweep through the town again , apparently through almost all the buildings and homes again , and this has been going on for the last week or 10 days to flush out these insurgents and it means going house house to .
I	1	I	I		I	0	house	Well , we have damage assessment teams that are actually going house house to , building to month .
I	1	I			I	0	house	So , Doctor , I know , in a lot of these cases , its literally going to be finding bodies going house house to .
I	1	I	I		I	0	house	And , as you said , it is going to be a sweep through the -- through the city , looking house house to , looking in buildings and those sorts of things .
I	1	I			I	0	house	Are you going to bring the police house house to ?
I	1	I			I	0	house	And as the progressed and as they came across a number of families living here as they made their coordinated search going house house to , no caches -- weapons cache 's were found .
I	1	I			I	0	house	Some 1,000 U.S. troops involved in this sweep and clean operation going house house to , trying not just to route out the insurgents that are having safe haven in that area , but as you mentioned really , cutting off the flow of foreign fighters that continues to come into Iraq along that porous Syrian-Iraqi border .
I	1	I			I	0	house	General Hirsch described it as very tough fighting , house house to , with an enemy that is well dug in .
I	1	I			I	0	house	They are making house house to rescues .
I	1	I			I	0	house	Everybody just came together going house house to , street to street .
I	1	I			I	0	house	He was intending , by his own words , to show no mercy , to go house house to .
I	1	I			I	0	house	Well go house house to .
I	1	I			I	0	house	Chris can - one thing that we 're hearing is that the emergency crews at this hour continue to go house house to , continue to look for anyone who may be wounded , anyone who may have been killed .
I	1	I			I	0	house	They want to go house house to , school to school , business to business , and kick out 16 million people .
I	1	I			I	0	house	according to Kurdish and U.S. officials who are now operating in conjunction with the Turkish government , so it 's not just that the Turkish military , a NATO country assault again in 48 hours it seems very likely this area , they are using about 10,000 extremist fighters going house house to , killing people , terrifying people 
I	1	I			I	0	house	Mariachi musicians go house house to in Los Angeles on Election Day to encourage Latinos to vote . 
I	1	I			I	0	house	He knows three things : CASUALTIES -- Netanyahu knows that Israeli and Palestinian casualties will mount rapidly if IDF soliders have to fight house house to in Gaza -- no one wants that if it can be avoided .
I	1	I	I		I	0	house	"Most LEO 's would say "" Fuck That Noise "" I 'm not going house house to and confiscating weapons !"
I	1	I	I		I	0	house	News travels house house to , until fact and rumor are indistinguishable .
I	1	I			I	0	house	The Malays never join house house to , the Chinese always do so , and this village has its streets and plaza .
I	1	I			I	0	house	"It 's been house house to , door to door , street to street , hill to hill activity , "" he said of one location ."
I	1	I			I	0	house	Fighting house house to was a new concept and planners realized we needed to train for that contigent .
I	1	I			I	0	house	"Unarmed Predator , even if armed not very useful in a night time house house to engagement , the two "" commandos "" or former SEALS , likely to augment personnel security details , but who knows with those guys ."
I	1	I			I	0	house	They even go house house to , indiscriminately knocking on doors to solicit business .
I	1	I	I		I	0	house	Moving house house to , troops herded people into broader streets .
I	1	I			I	0	house	Police fanned out through the suburban neighborhood northwest of Los Angeles , searching house house to and car to car , but as of Tuesday evening , the gunman had eluded capture .
I	1	I	I		I	0	house	Scores of police officers , some with dogs , combed the neighborhood of mostly single-family homes in the San Fernando Valley suburbs 30 miles northwest of Los Angeles , searching house house to and car to car .
I	1	I			I	0	house	Before the night was over , my dad would patiently walk with me , house house to , while I hoarded as much candy as the day , wandering aimlessly through my house , I passed the door to my older brother 's room .
I	1	I			I	0	house	"The soldiers barricaded and disarmed the village police , detained mayors and religious authorities and then went house house to , arresting every male Chechen they could find between the ages of 15 and 55 and took them to "" filtration"
I	1	I	I		I	0	house	She and others are part of a new breed of midwives who go house house to , teaching Afghan women about sanitation , childbirth , and infant care .
I	1	I			I	0	house	In Fallujah they fought and leaving an entire city in ruins while hunting insurgents house house to , room to room . 
I	1	I	I		I	0	house	It just went house house to . 
I	1	I	I		I	0	house	None of those interviewed were leaders and said they are now moving house house to , staying with friends and relatives .
I	1	I			I	0	house	Rescue workers are going house house to , urging people to leave , telling them it could be four to six weeks before they get power and water .
I	1	I			I	0	house	So Mr. Fanuka ' ' went house house to ' in Naples , he said , asking ' ' Who did the facade ? ' 
I	1	I			I	0	house	That involved going house house to . 
I	1	I			I	0	house	We did a full house house to , checked for radiation , Toxic emissions , we got Nothing 
I	1	I			I	0	house	This place has been around about 3 years but they keep moving it house house to .
I	1	I			I	0	house	They are living side by side , house house to throughout South Los Angeles , you know , and they 're no more together today ...
I	1	I			I	0	house	I ran through the parish going house house to of anybody that was left .
I	1	I			I	0	house	Then they started going house house to .
I	1	I	I		I	0	house	And I did a house house to search , and there ai n't nothing close to a phone in this little podunk town . 
I	1	I			I	0	house	But not everybody has a phone , so we go house house to , each person in charge of another person .
I	1	I			I	0	house	Yeah , . - Go to stage 2 . - house house to .
I	1	I			I	0	house	He just goes house house to , messing up people 's lives ?
I	1	I			I	0	house	"You know , instead of going house house to , we go just cry like , "" I 'm hungry . """
I	1	I			I	0	house	My mother is going house house to .
I	1	I	I		I	0	house	Search house house to !
I	1	I			I	0	house	So we 'll be going house house to .
I	1	I			I	0	house	Each bought 200-300 pounds of fish a day , put them on ice in his vehicle and sold them along regular routes , house house to .
I	1	I			I	0	house	"Early in my research in Ecuador , while "" deploying a traditional tool of analysis , "" a house house to survey , I sometimes encountered resistance in "" ( suggesting , of course , that I was a missionary of the Born Again , or other U.S. variant , there to press my religion and Protestant Ethics-Plus-Politics on them ) , or "" the last time I talked to someone"
I	1	I			I	0	house	In these tours , rowdy bands of costumed revelers visited house house to , singing , dancing , and performing comical acts in exchange for food , to be consumed on the spot or to provision a communal feast as a climax to holidays were transplanted to North America 
F	1	F			F	0	house	Isaiah 5:8 reviles the wealthy for their insatiable appetite for more and more estates , adding house house to and field to field until they have driven everyone else off the land .
I	1	I			I	0	house	Two house house to surveys were conducted in Area-1at a one-year interval between December 2009 and February 2011 .
J	1	I	J	J	J	0	hub	At the Round was known , had massed fifty cannons , hub hub to , and when the Confederates came charging toward the Federal position , these heavy guns opened fire point-blank .
I	1	I	I		I	0	hub	"The most efficient way -- and the way the largest numbers of people will move in the future -- is hub hub to , "" says David Venz , an Airbus vice president for external communications . "
I	1	I	I		I	0	huddle	Unlike in the N.F.L. , there are no lockouts or lawsuits over billions of dollars in these leagues , where players live huddle huddle to , game to game , bus ride to bus ride . 
J	1	J	J		J	0	hull	They flew closer and closer to a particular freighter , until they contacted it , hull hull to .
I	1	I	B		I	0	hull	The aft engine room , where I work , has three levels , and spans the complete width of the ship , hull hull to .
J	1	J	J		J	0	hull	Lights turned down , they lay together , hull hull to , where the graveyard shelves on the town . . .
J	1	J	J		J	0	human	We may consider that we communicate via several modes : human human to , human to machine , machine to machine , and machine to human .
J	1	J	J		J	0	human	Examples of these modes of communication may be talking ( human human to ) , a mouse or computer keyboard ( human to machine ) , traffic signals or alarm systems ( machine to human ) , or a thermostat for controlling heating and
F	1	F	F		F	0	humanity	In Jacob 's Ladder that combination carries an extra value : the angelic ladder of learning brings the timeless wisdom of the ages to bear on contemporary life ; it opens the measureless past of humanity humanity to 's latest members .
F	1	F	F		F	0	hundreds	Captive deer would meet both criteria on the basis of the human exposures reported in the survey and their economic value ( individual deer can cost hundreds hundreds to of thousands of dollars ) .
I	1	I	I		I	0	hut	Spend a week skiing hut hut to , or take a two-day , three-night trip to the Last Dollar
I	1	I	I		I	0	hut	"Thuc soon started up her own business there , selling vegetables hut hut to . "" I had to do something ! "" she says with a laugh ."
I	1	I	I		I	0	ideology	And so they either keep quiet or they that may vary ideology ideology to , depending on the circumstances of the particular field .
F	1	F	F		F	0	images	Work is already under way at XImage , in San Jose , Calif. , to develop a system that can match images images to .
F	1	F	F		F	0	images	Scientists are comparing these images images to taken during the Voyager flybys to learn more about the dynamics of only 1,120 kilometers wide , casts a 200,000-km-long shadow on Saturn 's rings , a distance spanning more than halfway between Earth and the Moon .
F	1	F	F		F	0	incident	As outlined earlier , the iterative process of constant comparative analysis begins by comparing incident incident to .
F	1	F	F		F	0	incident	"Strauss and Corbin ( 1998 ) also insisted that "" comparing incident incident to ' will assist in determining the relevance of the developing theory "" ( p. 202 ) ."
F	1	F	F		F	0	incidents	There is still developing ideas about the potential relationship of these incidents incidents to in other settings .
F	1	F	F		F	0	income	Bad enough we lose so much of our income income to tax thanks to the government , but now they dare to reduce our pensions that we have worked so hard for and count on to barely let us survive in retirement ?
F	1	F	F		F	0	individuals	In Rome largesse was doled out by individuals individuals to .
I	1	I	I		I	0	industry	A country 's competitive edge can spread industry industry to , like a disease
F	1	F	F		F	0	information	But if the hotel links reservation information information to about my customer behavior , maybe it can present a much more relevant offer to my mobile device , like a promotion for the hotel spa .
F	1	F	F		F	0	information	This process involves the linking of newly acquired relevant information information to acquired in the past .
F	1	F	F		F	0	information	One particular approach has examined how the addition of nondiagnostic ( or irrelevant ) information information to that is presumably diagnostic ( or predictive ) of an outcome affects judgments of the likelihood of that outcome .
F	1	F	F		F	0	injury	To add injury injury to , the catastrophe adjusters know these deductibles , and miraculously , the damages that they see often fall just under the deductible 
F	1	F	F		F	0	injury	But in the current malaise , deeper defense cuts look to politicians like adding injury injury to .
F	1	F	F		F	0	injury	It turned out he had been poisoned ; but to add injury injury to , he had n't quite been poisoned to death : he awoke in the funeral home 's embalming room .
F	1	F	F		F	0	insurance	And they have entered the arcane and little-regulated world of reinsurance , selling insurance insurance to companies to spread their risks .
I	1	I	I		I	0	insurer	For example , a policyholder whose home is insured for $200,000 with a 2 percent hurricane deductible would have to pay the first $4,000 to repair hurricane damage insurer insurer to .
F	1	F	F		F	0	insurers	They will transfer particularly large profits for some insurers insurers to that lose out in the first few years of Obamacare ( by having to pay too much in claims ) .
J	1	J	J		J	0	intelligence	And , and , and the sad thing is that we -- first it was an intelligence intelligence to offer .
F	1	F	F		F	0	internet	Connects the internet internet to users .
F	1	F	F		F	0	introductions	But I was speaking of meantimes , was I not -- indeed , both of meantimes and of mean times , and of introductions introductions to .
F	1	F	F		F	0	investments	"If we calculate the ratio of international investments investments to within countries , the world economy had nearly as high a level of "" investment globalization "" in 1910 as it did in 1990 ( Bairoch 1996 ) ."
F	1	F	F		F	0	ipad	Well , you know we 'll be discussing this in the next week or so -- comparing ipad ipad to Mini , and Imagine having to make a house translucent in order to minimize the fear-factor of such a compressed space ?
F	1	F	F		F	0	iphone	If you compire first iphone iphone to 5 , it 's like compiring Galaxy Ace to Galaxy S3 ... or even worse since first iPhone did nt had even 3G .
J	1	J	J		J	0	iris	iris iris to , I stare at the warrior king who dwells inside Dan Patrick 's soul .
I	1	I	I		I	0	island	 - We could take cruise ships . - island island to .
I	1	I	I		I	0	island	By then it had spread island island to .
I	1	I	I		I	0	iteration	There were no monosyllabic word or syllabic part-word or sound repetitions produced by this cohort of children wherein the rate of iteration iteration to significantly differed .
F	1	F	F		F	0	itrash	You can compare Android phones to Android phones , you can compare itrash itrash to .
J	1	J	J		J	0	janitor	Whatever the hell else you think is so important right now , you better let me help you on this , because I 'm telling you straight up here , janitor janitor to , I do n't see anybody else with a broom on the horizon .
J	1	J	J		J	0	jaw	"Those talks might go nowhere , but as Winston Churchill once said , "" Meeting jaw jaw to is better than war . "" "
J	1	J	J		J	0	jaw	Yesterday in Cleveland , he showed some actual honest-to-goodness spunk in -- in his campaigning ; was out there kind of going jaw jaw to , fist to fist with some of these folks .
J	1	J	F		J	0	jews	In so doing , Muslims need to preach to Muslims , as to jews jews to and Christians to Christians rather than one group preaching at another .
I	1	I	I		I	0	job	"It was still bad enough that years later Sturgis had to work independently , by himself , and way out of his home state to just find "" job job to "" work- mainly plant startups which were really bad jobs ."
I	1	I	I		I	0	job	"job job to ? "" "" Yes , "" she said . """
I	1	I	I		I	0	job	Twenty-seven-year-old Michael , and job job to .
I	1	I	I		I	0	job	You 've got to have the things that Trump promised on the campaign trail -- portability , you can take it job job to .
I	1	I	I		I	0	job	We live job job to .
I	1	I	I		I	0	job	Army and Marines use a bit more common sense generalities and is could be very different job job to , unit to unit .
I	1	I	I		I	0	job	The ones that cause problems just bounce job job to . 
I	1	I	I		I	0	job	His father , a civil engineer and one-time Navy man , hopped job job to and state to state during the Depression .
I	1	I	I		I	0	job	Have you always been a job job to for centuries .
I	1	I	I		I	0	job	All I do is go job job to handing ' out vitamin water .
I	1	I	I		I	0	job	The song list is pretty much the same job job to . 
J	1	J	J		J	0	journalist	I 'm calling journalist journalist to .
F	1	F	F		F	0	judgments	"Appearances are opposed to appearances , judgments judgments to , ... appearances to judgments , "" leading -- if the ability has been well cultivated and employed -- to a "" suspension of judgment , "" that is "" a cessation of thought processes in consequence of which we neither deny nor affirm anything """
J	1	J	J		J	0	keyboard	There were more than a hundred students sitting keyboard keyboard to , screen to screen , writing letters to their parents , doing homework , playing games .
J	1	J	J		J	0	kid	Although , considering you have the maturity level of a thirteen year old boy , kid kid to might work . 
F	1	F	F		F	0	kids	When you compare these kids kids to in other urban settings , surround -- the big-city norms , their achievement levels are below those in similar-situated districts , districts that have not had $ 1.2 billion in additional resources .
J	1	J	F	J	J	0	kids	And , bullying does not stop with kids kids to .
J	1	J	J		J	0	killer	It 's important right now that we talk , killer killer to .
I	1	I	I		I	0	kilowatt	What is the radiation release in fly ash compared with the radiation in nuclear waste , expressed on a kilowatt kilowatt to basis ?
J	1	J	J		J	0	knee	He tugged gently till they were positioned knee knee to . 
J	1	J	J		J	0	knee	Max aggressively sits knee knee to with Bruce .
J	1	J	J		J	0	knee	AUNT MORAG has brought a chair into the bedroom and sits knee knee to with FLORA .
J	1	J	J		J	0	knee	Afterward , sitting knee knee to old songbook .
J	1	J	J		J	0	knee	Had eyes blue as marbles -- the best description I could come up with in the quarter-hour we considered each other almost knee knee to , in my living room way back when . 
J	1	J	J		J	0	knee	They stayed , knee knee to , admiring the flourishing shrubs . 
J	1	J	J		J	0	knee	The parachutists marched outside , and one of them got behind the wheel of the pickup and seven others clambered up into the back and sat opposite each other on the benches , knee knee to .
J	1	J	J		J	0	knee	Bandar sat opposite him , knee knee to , the traditional teaching posture .
J	1	J	J		J	0	knee	Her eyes were bright , her cheeks held a tinge of becoming blush , her Prussian blue gown was pure drama against the crimson chaise longue on which they sat nearly knee knee to .
J	1	J	J		J	0	knee	Topliff was knee knee to with the colonel when the other rider cut in front of them , bent low at the gallop and grabbed the man 's thrown-up arm , wrenching him to his dragging feet , pulling him to his pommel , just as his own horse pitched forward , throwing both of
J	1	J	J		J	0	knee	Then it was , as the three of them galloped knee knee to , that Topliff heard the bullet strike the Old Man like a rock hurled into mud .
J	1	J	J		J	0	knee	FREDDA CHALFIN 'S STUdents drag their chairs into a circle , joking and jostling until , finally , 81 pairs of baggy-jeaned legs are sitting knee knee to .
J	1	J	J		J	0	knee	We are knee knee to , on the floor , superclose .
J	1	J	J		J	0	knee	Despite the huge , three-tiered live audience who paid to see him , who stand up when he comes in and again to watch him go , Jonze draws the viewer toward Ansari via an onstage cameraman set so close that the viewer feels knee knee to with him .
J	1	J	J		J	0	knee	People are everywhere - on rooftops and on lawns , toting babies in backpacks and toddlers in wagons , or sitting knee knee to along on the curbs .
J	1	J	J		J	0	knee	The only negative was a late blow to T. J. Oshie , who collided knee knee to with Taylor Hall in the waning moments .
J	1	J	J		J	0	knee	Students were reminded to sit knee knee to ( for eye contact ) with their partners and quickly discuss their plans for today 's writing workshop .
J	1	J	J		J	0	knee	knee knee to , eye to eye : Circling in on comprehension .
J	1	J	J		J	0	knuckle	Then he pulled back a hand , spit again , then jabbed both thumbs in , knuckle knuckle to , then yanked them apart and began in earnest .
J	1	J	J		J	0	knuckle	Elizabeth reached , too , and in the bowl their hands made contact , knuckle knuckle to , and stayed that way for a shared , brief fraction of a moment .
J	1	J	J		J	0	knuckle	Rebecca watched his fists twirl about each other , then come together , knuckle knuckle to , as he made a slurping noise .
I	1	I	I		I	0	knuckle	He is fingering a pick , passing it knuckle knuckle to in his right hand .
I	1	I	B		I	0	knuckle	Donald Wilson told us that when he stretches out his arms , the width is about knuckle knuckle to .
I	1	I	I		I	0	kwh	Take a 20% utilization ratio , and that 17GW is equivalent on a kwh kwh to basis to 3.4 GW worth of Nuclear Power ( averaged over the year ) .
F	1	F	F		F	0	labor	By granting monopoly power over their governments ' supply of labor labor to unions , elected unions in a privileged position to extract political goods in the form of high pay and benefits that are way above anything comparable in the private sector .
J	1	J	J		J	0	lady	lady lady to like to talk about ?
I	1	I	I		I	0	lane	He drove fast and drifted lane lane to with each turn .
F	1	F	F		F	0	language	The way of thought , the way of language language to within language , is the articulation of a difference that interrupts End Page 1213 the way .
I	1	I	I		I	0	lantern	The fire spread across the crowd , lantern lantern to , and was then borne across town like an Olympic flame to the Temple of the Lord .
F	1	F	F		F	0	law	Even before that , when I was in law school and later when I was a law professor , I used to spend a lot of time teaching criminal law , criminal procedure and constitutional law law to enforcement officers .
F	1	F	F		F	0	law	Such action may include reporting any suspected activity that is in violation of these Terms or in violation of any law law to enforcement officials , regulators , or other third parties .
J	1	J	J		J	0	lawyer	And the idea of making a -- potentially making public the results of an investigation , the appropriate channel , the one that 's set up , there 's actually a memorandum on White House contacts that 's designed to ensure that that type of contact takes place lawyer lawyer to , White House counsel to deputy attorney general , to avoid either the actuality of interference with an investigation or the appearance .
J	1	J	J		J	0	lawyer	We ca n't meet only as citizen to soldier , lawyer lawyer to , employer to employee and pretend that the big situation does n't exist . 
J	1	J	J		J	0	lawyer	And lawyer lawyer to , we both know this case is at least 50 shades of gray .
J	1	J	J		J	0	lawyer	Martindale-Hubbell has done a fabulous job with lawyer lawyer to referrals , but we 're here for the people who 've never heard of Martindale-Hubbell
I	1	I	I		I	0	layover	Not alone with her radio , with the DJ , surrounded by her pressed-wood bedroom set , while her father falls asleep in the living room and her mother catches another flight , layover layover to to conference .
J	1	J	J		J	0	leader	You talk about foreign governments , you know , the United States , as you well know , is speeding up its $1 about relations with the United States , because historically , of course , Egypt and the U.S. have been very close , not just leader leader to , but military to military .
J	1	J	J		J	0	leader	They 're absolutely trying to make this leader leader to .
J	1	J	J		J	0	leader	He wants it leader leader to , preferably with an authoritarian-leaning leader like Erdogan.
J	1	J	J		J	0	leader	In the past , the Saudis did much of their lobbying on a personal level , leader leader to .
I	1	I	I		I	0	ledge	When she was little , she 'd made up a story in her mind about a princess held captive in a turret and a handsome swashbuckler like Errol Flynn leaping ledge ledge to , sword in hand , coming to the rescue of the fair maiden .
J	1	J	J		J	0	leg	The line moved in a hobbling hop , like the members were chained together leg leg to .
I	1	I	I		I	0	leg	But the boy shifts leg leg to , not wanting to linger , ruining Juan 's leisure at the end of a workday .
I	1	I	B		I	0	length	Speed of light is the rate which length decays in DM , which creates equal spin ( thats 90 degree rotation length length to is 180 and not possible ) .
F	1	F	F		F	0	letters	I write letters letters to .
I	1	I	I		I	0	level	Not as a voice looking down but he shared level level to .
F	1	F	F		F	0	level	And ... I have n't been playing for ages cause its the same ! @#$ now with a option to turn up boredom level level to 10 !
I	1	I	I		I	0	level	It could be hard moving up level level to and seeing different coaches and different managers , but you do n't have to worry because they do n't waver on your routine . 
F	1	F	F		F	0	levels	If the costs are high for the Fukushima incident where 15,000 people thank the people who regulate radiation levels levels to lower than background radiation in many parts of the world .
F	1	F	F		F	0	levels	Relationship of thyroid hormone levels levels to of polychlorinated biphenyls , lead , p , p ' -DDE , and other 
F	1	F	F		F	0	life	You were only creative if you added new life life to .
I	1	I	F	I	I	0	life	life life to meld our souls and journey to The one whose thoughts
I	1	I	B		I	0	life	Land is the only thing that lasts life life to .
I	1	I	B		I	0	life	"It is perhaps expressive of a concern that the one real asset still possessed by many individual Indians , their land ( "" the only thing that lasts life life to "" ) , is under threat bureaucratic processes ."
I	1	I	I		I	0	light	There 's got to be more to living in the city than racing light light to , parking cars , and hide-and-seek . 
J	1	J	J		J	0	limb	Yet ethics is a body of philosophy in which all the components are connected , limb limb to , cell to cell .
I	1	I	I		I	0	line	You have to respect him line line to . 
F	1	F	F		F	0	lines	It has the property that points are mapped to points and lines lines to .
F	1	F	F		F	0	links	so facebook is blocking links links to to infringing content , which is double unnecessary . 
F	1	F	F		F	0	links	You find yourself organizing paper clips by size , googling your name , cleaning the paper shredder , opening links links to to links .
J	1	J	J		J	0	lips	Sighing in resignation , he rose to his knees and let me pull him upward , settling at last with his weight balanced on his elbows , but and lips lips to .
I	1	I	I		I	0	location	Just one minor correction , and of course it varies location location to , foreclosures not as bad as they were last year or the year before , but yes , foreclosures still very high .
I	1	I	I		I	0	locker	Nonetheless , there was Goff after taking seven sacks in a 44-6 flogging against Arizona , walking locker locker to .
F	1	F	F		F	0	longhorn	Really , though , the list got me wondering who really is the most underrated longhorn longhorn to fans .
J	1	J	I	J	J	0	longhouse	Alliance relationships , however , were not longhouse longhouse to , but household to household , so that each resident family held multiple , but different marriage connections to outsiders .
F	1	F	F		F	0	lyrics	People who submit lyrics lyrics to database websites that are incorrect .
I	1	F	I	I	I	0	machine	There 's simply less incentive for typical consumers to load machine machine to .
J	1	J	J		J	0	machine	You 'll see the machine machine to payments done with some sort of digital currency . 
J	1	J	J		J	0	machine	In Proceedings of the First ETSI M2M European Telecommunications Standards Institute machine machine to Workshop ( sophia antipolis , france , oct. 19 20 , 2010 ) . 3. braun , t. , Coulson , g. , and staub , t. towards virtual mobility support in a federated testbed for wireless sensor networks .
J	1	J	J		J	0	magician	A third to realize that the wave of violent emotion was carrying with it an unmistakable call for help , magician magician to , psi to psi .
J	1	J	J		J	0	male	I 'm desperate for human male male to , conversation , and I figure , cars , football , they 're out of the question .
J	1	J	J		J	0	mammal	But we wo n't know until it is studied and tried in mammal mammal to trials .
J	1	J	J		J	0	mammal	A horse placenta might be not right for a human fetus . tried in mammal mammal to trials .
J	1	J	J		J	0	mammal	"And by standing there talking to them , in a way you 're kind of connecting to them , going ... "" I 'm talking to you on the same level that you 're kind of staring at me , mammal mammal to . "" "
J	1	J	J		J	0	man	 I wonder if you could just at present , speakin ' frankly , man man to . 
J	1	J			J	0	man	DC this is not about rebuilding and installing your zoning system schemes ; this is about man man to , UM football , or else do your friend a favor and RESIGN .
I	1	I			I	0	man	Line up , man man to .
J	1	J			J	0	man	Your analysis seems like a new basketball coach for the Tarheels arguing that zone defense was the failure of the Heels and that now only man man to , the way of the future .... until , would n't you guess back comes the prominence of the zone .
J	1	J			J	0	man	man man to is much better than 2 on 1 .
J	1	J			J	0	man	Bill has this defense all out of position with the 34 d i think it allows brandon spikes to be even better he should never be asked to play man man to thats not his game .
J	1	J			J	0	man	Though ideal , it is too simplistic just to say they should talk to them ' man man to ' .
J	1	J	J		J	0	man	 if roger is telling the truth about floyd wanting manny and man man to .
J	1	J			J	0	man	An accurate quarterback , a physical wide receiver and man man to coverage all work into the back-shoulder fade , and the Cowboys had all of that in their favor .
I	1	I			I	0	man	Suddenly the awful injustice of man man to brought a dry sob to her throat .
J	1	J			J	0	man	"Hael waved toward the wall decorations ? "" show warriors fighting man man to , just as they do on my home island . "" """
J	1	J			J	0	man	you scum has guts enough to face me man man to ?
J	1	J			J	0	man	 For , y'know , Quint , just between us two , man man to : I would rather see the poor little bugger dead than unmanly . 
J	1	J			J	0	man	Settle things man man to .
J	1	J			J	0	man	Let 's chat ! ( beams ) ... man man to !
J	1	J			J	0	man	How on earth would you know whether I 'm an imbecile when you do n't even have the guts to come in here and interview me man man to !
J	1	J	J		J	0	man	Maybe she should 've come in to face you man man to .
J	1	J			J	0	man	Mostly he talked to Sam , man man to .
J	1	J			J	0	man	He handed over his license , nodding to the cop as man man to . 
J	1	J			J	0	man	We 'll speak man man to ....
J	1	J			J	0	man	What 's the matter , loser , too chicken to face me man man to ? 
J	1	J			J	0	man	have a talk , man man to .
J	1	J			J	0	man	man man to , last year 's Jesus would blow him away .
J	1	J			J	0	man	He offers his hand , man man to . 
J	1	J	J		J	0	man	 You got something you want to say to me , say it man man to , Funky ,  yelled Spanker , his big hands balled into fists .
J	1	J			J	0	man	If only on this wild night , in this dark , lone spot , he might come across Georg Znaeym , man man to , with none to witness-that was the wish that was uppermost in his thoughts .
J	1	J	J		J	0	man	And if they made it to the other side , fight the Fritzies man man to with bayonets , and then bare hands . into no-man's-land .
J	1	J			J	0	man	Joshy stood , faced him man man to .
J	1	J			J	0	man	 Now 's the time to make your peace with God ,  Mawby said quietly , man man to , and he pulled the trapdoor lever .
J	1	J			J	0	man	"You take another one ! "" he said promptly , man man to ."
J	1	J	J		J	0	man	All quietly and bluntly , man man to .
J	1	J			J	0	man	man man to , says Thomas , the progression to direct physical contact accelerates .
